"","UF","NU_ANO","NÍVEL_ENSINO","casos_total","prop_F","prop_M","casos_F","casos_M","prop_igno","prop_indef","prop_pard","prop_ama","prop_pret","prop_bran","casos_igno","casos_indef","casos_pard","casos_ama","casos_pret","casos_bran"
"406","RN",2017,"Indefinido",3,0.666666666666667,0,2,0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,1,0,0,1,0,1
"407","RN",2018,"Indefinido",2,1,0,2,0,0.5,0,0,0,0,0.5,1,0,0,0,0,1
"408","RN",2019,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"409","RN",2019,"ENSINO FUNDAMENTAL",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"410","RN",2019,"Indefinido",2,1,0,2,0,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"411","RN",2021,"Indefinido",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"412","RN",2022,"ENSINO MÉDIO",1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"413","RN",2022,"Indefinido",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"414","RN",2023,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"415","RN",2023,"ENSINO FUNDAMENTAL",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"416","RN",2023,"ENSINO MÉDIO",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"417","RN",2023,"Indefinido",7,1,0,7,0,0,0,0.428571428571429,0.142857142857143,0,0.428571428571429,0,0,3,1,0,3
"418","RN",2024,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,1,0,2,0,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"419","RN",2024,"EDUCAÇÃO INFANTIL",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"420","RN",2024,"ENSINO FUNDAMENTAL",2,0.5,0.5,1,1,0,0,0.5,0.5,0,0,0,0,1,1,0,0
"421","RN",2024,"Indefinido",4,0.75,0.25,3,1,0,0,0,0.25,0,0.75,0,0,0,1,0,3
"422","RN",2025,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,0.5,0.5,1,1,0,0,0.5,0.5,0,0,0,0,1,1,0,0
"423","RN",2025,"ENSINO FUNDAMENTAL",2,0.5,0.5,1,1,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"424","RN",2025,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"425","RN",2025,"Indefinido",4,0.5,0.5,2,2,0.25,0,0.25,0,0,0.5,1,0,1,0,0,2
"426","RO",2015,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"427","RO",2018,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,0.5,0.5,1,1,0,0.5,0,0,0,0.5,0,1,0,0,0,1
"428","RO",2018,"ENSINO FUNDAMENTAL",2,0.5,0.5,1,1,0,0,0,0,0,1,0,0,0,0,0,2
"429","RO",2019,"ENSINO FUNDAMENTAL",1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"430","RO",2021,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",3,0.333333333333333,0.666666666666667,1,2,0,0,0.666666666666667,0.333333333333333,0,0,0,0,2,1,0,0
"431","RO",2022,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,0.5,0.5,1,1,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"432","RO",2022,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"433","RO",2022,"ENSINO MÉDIO",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"434","RO",2023,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"435","RO",2024,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"436","RO",2024,"EDUCAÇÃO INFANTIL",7,1,0,7,0,0,0,0.142857142857143,0,0.285714285714286,0.571428571428571,0,0,1,0,2,4
"437","RO",2024,"EDUCAÇÃO PROFISSIONALIZANTE",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"438","RO",2024,"ENSINO FUNDAMENTAL",3,1,0,3,0,0,0,0.666666666666667,0,0.333333333333333,0,0,0,2,0,1,0
"439","RO",2025,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,1,0,2,0,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"440","RO",2025,"Indefinido",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"441","RR",2018,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"442","RR",2018,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"443","RR",2019,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"444","RR",2019,"ENSINO FUNDAMENTAL",4,0.75,0.25,3,1,0,0,0.25,0,0.25,0.5,0,0,1,0,1,2
"445","RR",2020,"EDUCAÇÃO INFANTIL",1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"446","RR",2020,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"447","RR",2023,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"448","RR",2023,"EDUCAÇÃO INFANTIL",3,1,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0
"449","RR",2023,"ENSINO FUNDAMENTAL",3,0.666666666666667,0.333333333333333,2,1,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,1,1,0,1,0
"450","RR",2023,"ENSINO MÉDIO",2,1,0,2,0,0,0,0,0,0,0.5,0,0,0,0,0,1
"451","RR",2023,"Indefinido",2,1,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0
"452","RR",2024,"ENSINO FUNDAMENTAL",12,0.916666666666667,0.0833333333333333,11,1,0.0833333333333333,0.0833333333333333,0.5,0,0,0.333333333333333,1,1,6,0,0,4
"453","RR",2024,"ENSINO MÉDIO",6,0.5,0.5,3,3,0,0,0.333333333333333,0,0.166666666666667,0.333333333333333,0,0,2,0,1,2
"454","RR",2024,"Indefinido",4,1,0,4,0,0.25,0,0.5,0,0,0,1,0,2,0,0,0
"455","RR",2025,"EDUCAÇÃO INFANTIL",2,1,0,2,0,0,0,0,0,0.5,0.5,0,0,0,0,1,1
"456","RR",2025,"ENSINO FUNDAMENTAL",7,1,0,7,0,0,0,0.571428571428571,0,0.142857142857143,0.285714285714286,0,0,4,0,1,2
"457","RR",2025,"ENSINO MÉDIO",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"458","RR",2025,"Indefinido",3,1,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0
"459","RS",2013,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"460","RS",2014,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"461","RS",2015,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"462","RS",2015,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"463","RS",2015,"Indefinido",1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"464","RS",2016,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"465","RS",2016,"EDUCAÇÃO INFANTIL",4,1,0,4,0,0,0,0,0,0.25,0.75,0,0,0,0,1,3
"466","RS",2016,"ENSINO FUNDAMENTAL",4,0.75,0.25,3,1,0,0,0,0,0,1,0,0,0,0,0,4
"467","RS",2017,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",3,1,0,3,0,0,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0,1,2
"468","RS",2017,"EDUCAÇÃO INFANTIL",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"469","RS",2017,"Indefinido",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"470","RS",2018,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"471","RS",2018,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"472","RS",2018,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"473","RS",2019,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"474","RS",2019,"Indefinido",26,0.884615384615385,0.115384615384615,23,3,0.384615384615385,0,0,0,0.0384615384615385,0.576923076923077,10,0,0,0,1,15
"475","RS",2020,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"476","RS",2020,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"477","RS",2020,"Indefinido",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"478","RS",2021,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"479","RS",2021,"ENSINO FUNDAMENTAL",3,0.666666666666667,0.333333333333333,2,1,0,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0,1,2
"480","RS",2021,"Indefinido",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"481","RS",2022,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",3,0.666666666666667,0.333333333333333,2,1,0.333333333333333,0,0,0,0,0.666666666666667,1,0,0,0,0,2
"482","RS",2022,"ENSINO FUNDAMENTAL",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"483","RS",2022,"ENSINO MÉDIO",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"484","RS",2022,"Indefinido",3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3
"485","RS",2023,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",12,0.916666666666667,0.0833333333333333,11,1,0,0,0,0,0,1,0,0,0,0,0,12
"486","RS",2023,"EDUCAÇÃO INFANTIL",7,0.857142857142857,0.142857142857143,6,1,0.142857142857143,0,0,0,0,0.857142857142857,1,0,0,0,0,6
"487","RS",2023,"ENSINO FUNDAMENTAL",2,0.5,0.5,1,1,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"488","RS",2023,"ENSINO MÉDIO",2,0.5,0.5,1,1,0,0,0,0,0,1,0,0,0,0,0,2
"489","RS",2023,"Indefinido",6,0.833333333333333,0.166666666666667,5,1,0,0,0,0,0,1,0,0,0,0,0,6
"490","RS",2024,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",12,1,0,12,0,0.0833333333333333,0.166666666666667,0.0833333333333333,0,0,0.583333333333333,1,2,1,0,0,7
"491","RS",2024,"EDUCAÇÃO INFANTIL",10,1,0,10,0,0,0,0.1,0,0,0.9,0,0,1,0,0,9
"492","RS",2024,"ENSINO FUNDAMENTAL",9,0.666666666666667,0.333333333333333,6,3,0,0,0,0,0.222222222222222,0.777777777777778,0,0,0,0,2,7
"493","RS",2024,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"494","RS",2024,"Indefinido",29,0.586206896551724,0.413793103448276,17,12,0.0689655172413793,0,0.103448275862069,0,0.0344827586206897,0.793103448275862,2,0,3,0,1,23
"495","RS",2025,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",10,1,0,10,0,0.1,0,0,0,0.1,0.8,1,0,0,0,1,8
"496","RS",2025,"EDUCAÇÃO INFANTIL",6,0.666666666666667,0.333333333333333,4,2,0,0,0.166666666666667,0,0,0.833333333333333,0,0,1,0,0,5
"497","RS",2025,"ENSINO FUNDAMENTAL",4,1,0,4,0,0.25,0,0,0,0,0.75,1,0,0,0,0,3
"498","RS",2025,"ENSINO MÉDIO",2,1,0,2,0,0,0,0.5,0,0,0.5,0,0,1,0,0,1
"499","RS",2025,"Indefinido",27,0.814814814814815,0.185185185185185,22,5,0,0.037037037037037,0.037037037037037,0,0.111111111111111,0.814814814814815,0,1,1,0,3,22
"500","SC",2014,"ENSINO FUNDAMENTAL",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"501","SC",2017,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"502","SC",2018,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"503","SC",2019,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"504","SC",2020,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"505","SC",2020,"Indefinido",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"506","SC",2021,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"507","SC",2021,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"508","SC",2023,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"509","SC",2023,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"510","SC",2023,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"511","SC",2023,"Indefinido",7,0.714285714285714,0.285714285714286,5,2,0,0,0.285714285714286,0,0,0.714285714285714,0,0,2,0,0,5
"512","SC",2024,"EDUCAÇÃO INFANTIL",7,1,0,7,0,0,0,0.142857142857143,0,0.142857142857143,0.714285714285714,0,0,1,0,1,5
"513","SC",2024,"ENSINO FUNDAMENTAL",2,0.5,0.5,1,1,0,0,1,0,0,0,0,0,2,0,0,0
"514","SC",2024,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"515","SC",2024,"Indefinido",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"516","SC",2025,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"517","SC",2025,"EDUCAÇÃO INFANTIL",4,1,0,4,0,0,0,0.25,0,0,0.75,0,0,1,0,0,3
"518","SC",2025,"ENSINO FUNDAMENTAL",3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3
"519","SC",2025,"Indefinido",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"520","SE",2014,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"521","SE",2016,"ENSINO MÉDIO",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"522","SE",2019,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"523","SE",2024,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"524","SE",2024,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"525","SE",2024,"Indefinido",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"526","SP",2013,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",5,0.8,0.2,4,1,0.8,0,0,0,0,0.2,4,0,0,0,0,1
"527","SP",2013,"EDUCAÇÃO INFANTIL",4,0.75,0.25,3,1,0,0,0.25,0,0,0.75,0,0,1,0,0,3
"528","SP",2013,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"529","SP",2013,"Indefinido",18,0.777777777777778,0.222222222222222,14,4,0.944444444444444,0,0.0555555555555556,0,0,0,17,0,1,0,0,0
"530","SP",2014,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"531","SP",2014,"EDUCAÇÃO INFANTIL",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"532","SP",2014,"ENSINO FUNDAMENTAL",2,1,0,2,0,0.5,0,0,0,0,0.5,1,0,0,0,0,1
"533","SP",2014,"Indefinido",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"534","SP",2015,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"535","SP",2015,"EDUCAÇÃO INFANTIL",5,1,0,5,0,0,0,0.4,0,0,0.6,0,0,2,0,0,3
"536","SP",2015,"ENSINO FUNDAMENTAL",4,1,0,4,0,0,0,0.5,0,0,0.5,0,0,2,0,0,2
"537","SP",2015,"Indefinido",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"538","SP",2016,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",9,0.777777777777778,0.222222222222222,7,2,0.222222222222222,0,0.222222222222222,0,0,0.555555555555556,2,0,2,0,0,5
"539","SP",2016,"EDUCAÇÃO INFANTIL",9,1,0,9,0,0.111111111111111,0,0.222222222222222,0,0.111111111111111,0.555555555555556,1,0,2,0,1,5
"540","SP",2016,"ENSINO FUNDAMENTAL",3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3
"541","SP",2016,"ENSINO MÉDIO",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"542","SP",2016,"Indefinido",3,1,0,3,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,1,0,0,0,1,1
"543","SP",2017,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",7,1,0,7,0,0.142857142857143,0.142857142857143,0,0,0,0.714285714285714,1,1,0,0,0,5
"544","SP",2017,"EDUCAÇÃO INFANTIL",10,1,0,10,0,0.1,0,0.1,0,0,0.8,1,0,1,0,0,8
"545","SP",2017,"ENSINO FUNDAMENTAL",10,0.9,0.1,9,1,0.1,0,0,0,0,0.9,1,0,0,0,0,9
"546","SP",2017,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"547","SP",2018,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",9,0.888888888888889,0.111111111111111,8,1,0.333333333333333,0,0.222222222222222,0,0,0.444444444444444,3,0,2,0,0,4
"548","SP",2018,"EDUCAÇÃO INFANTIL",5,1,0,5,0,0.6,0,0.2,0,0,0.2,3,0,1,0,0,1
"549","SP",2018,"ENSINO FUNDAMENTAL",4,1,0,4,0,0.25,0,0,0,0,0.75,1,0,0,0,0,3
"550","SP",2018,"Indefinido",3,1,0,3,0,0.333333333333333,0,0,0,0,0.666666666666667,1,0,0,0,0,2
"551","SP",2019,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"552","SP",2019,"EDUCAÇÃO INFANTIL",5,0.8,0.2,4,1,0.2,0,0.2,0,0.2,0.4,1,0,1,0,1,2
"553","SP",2019,"EDUCAÇÃO PROFISSIONALIZANTE",1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"554","SP",2019,"ENSINO FUNDAMENTAL",6,0.833333333333333,0.166666666666667,5,1,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,2,0,2,0,0,2
"555","SP",2019,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"556","SP",2020,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,1,0,2,0,0.5,0,0,0,0,0.5,1,0,0,0,0,1
"557","SP",2020,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"558","SP",2020,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"559","SP",2021,"EDUCAÇÃO INFANTIL",11,0.909090909090909,0.0909090909090909,10,1,0.0909090909090909,0,0.181818181818182,0,0.0909090909090909,0.636363636363636,1,0,2,0,1,7
"560","SP",2021,"ENSINO FUNDAMENTAL",23,1,0,23,0,0.0434782608695652,0,0.260869565217391,0,0.130434782608696,0.565217391304348,1,0,6,0,3,13
"561","SP",2022,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,1,0,2,0,0,0,0,0,0.5,0.5,0,0,0,0,1,1
"562","SP",2022,"EDUCAÇÃO INFANTIL",9,1,0,9,0,0,0,0.444444444444444,0,0.111111111111111,0.444444444444444,0,0,4,0,1,4
"563","SP",2022,"ENSINO FUNDAMENTAL",8,0.75,0.25,6,2,0,0,0.25,0,0.125,0.625,0,0,2,0,1,5
"564","SP",2022,"Indefinido",3,0.666666666666667,0,2,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,1,0,0,2
"565","SP",2023,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",5,1,0,5,0,0,0,0.4,0.2,0,0.4,0,0,2,1,0,2
"566","SP",2023,"EDUCAÇÃO INFANTIL",14,0.928571428571429,0.0714285714285714,13,1,0.0714285714285714,0,0.285714285714286,0,0.142857142857143,0.5,1,0,4,0,2,7
"567","SP",2023,"EDUCAÇÃO PROFISSIONALIZANTE",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"568","SP",2023,"ENSINO FUNDAMENTAL",10,0.5,0.5,5,5,0,0,0.2,0,0.1,0.7,0,0,2,0,1,7
"569","SP",2023,"ENSINO MÉDIO",2,1,0,2,0,0,0,0,0,0.5,0.5,0,0,0,0,1,1
"570","SP",2023,"Indefinido",14,0.714285714285714,0.285714285714286,10,4,0.142857142857143,0,0.357142857142857,0,0.0714285714285714,0.428571428571429,2,0,5,0,1,6
"571","SP",2024,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",3,1,0,3,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,1,0,0,2
"572","SP",2024,"EDUCAÇÃO INFANTIL",13,1,0,13,0,0.153846153846154,0,0.307692307692308,0,0,0.538461538461538,2,0,4,0,0,7
"573","SP",2024,"ENSINO FUNDAMENTAL",4,0.75,0.25,3,1,0,0,0,0,0,1,0,0,0,0,0,4
"574","SP",2024,"ENSINO MÉDIO",2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2
"575","SP",2024,"Indefinido",17,0.647058823529412,0.352941176470588,11,6,0,0,0.117647058823529,0,0.294117647058824,0.588235294117647,0,0,2,0,5,10
"576","SP",2025,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",3,1,0,3,0,0,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0,1,2
"577","SP",2025,"EDUCAÇÃO INFANTIL",17,1,0,17,0,0.0588235294117647,0,0.117647058823529,0,0,0.823529411764706,1,0,2,0,0,14
"578","SP",2025,"ENSINO FUNDAMENTAL",5,0.8,0.2,4,1,0,0,0.2,0,0.2,0.6,0,0,1,0,1,3
"579","SP",2025,"ENSINO MÉDIO",2,0.5,0.5,1,1,0,0,0,0,0,1,0,0,0,0,0,2
"580","SP",2025,"Indefinido",7,0.571428571428571,0.428571428571429,4,3,0,0,0.285714285714286,0,0.142857142857143,0.571428571428571,0,0,2,0,1,4
"581","TO",2013,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"582","TO",2015,"ENSINO FUNDAMENTAL",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"583","TO",2015,"Indefinido",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"584","TO",2019,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"585","TO",2019,"ENSINO FUNDAMENTAL",3,1,0,3,0,0,0,0.666666666666667,0,0,0.333333333333333,0,0,2,0,0,1
"586","TO",2020,"ENSINO MÉDIO",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"587","TO",2020,"Indefinido",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"588","TO",2022,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"589","TO",2022,"ENSINO FUNDAMENTAL",1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"590","TO",2023,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"591","TO",2023,"Indefinido",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"592","TO",2024,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"593","TO",2024,"ENSINO MÉDIO",3,0.333333333333333,0.666666666666667,1,2,0,0,0.666666666666667,0,0,0.333333333333333,0,0,2,0,0,1
"594","TO",2024,"Indefinido",2,0.5,0.5,1,1,0,0,1,0,0,0,0,0,2,0,0,0
"595","TO",2025,"EDUCAÇÃO DE JOVENS E ADULTOS - EJA",2,0.5,0.5,1,1,0,0,1,0,0,0,0,0,2,0,0,0
"596","TO",2025,"EDUCAÇÃO INFANTIL",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"597","TO",2025,"ENSINO MÉDIO",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"598","TO",2025,"Indefinido",2,1,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0
